title,search_term_x,dog_order,dog_order_by_size,category,link,image,Coat_length,Exercise,Grooming,Lifespan,Sheds,Size,Size_of_garden,Size_of_home,Town_or_country,Vulnerable_native_breed,breed_in_query,queries,term,suggestion,str_position,search_start,search_end_x,search_end_y,search_term_y,term_category,terms_grouped,question_order
Dalmatian,dalmatian,24,11,Utility,/search/breeds-a-to-z/breeds/utility/dalmatian/,/media/2935/dalmatian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813400000000,Short,More than 2 hours per day,Once a week,Over 12 years,Yes,Medium,Large garden,Large house,Either,No,dalmatian,why+does+my+dalmatian,why+does+my+dalmatian,why does my dalmatian whine all the time,12,why does my,whine all the time,whine all the time,whine all the time,noise,cry / groan / whine,60
Cocker Spaniel,cocker+spaniel,20,14,,,,,,,,,Medium,,,,,cocker+spaniel,why+does+my+cocker+spaniel,why+does+my+cocker+spaniel,why does my cocker spaniel whine all the time,12,why does my,whine all the time,whine all the time,whine all the time,noise,cry / groan / whine,60
Dalmatian,dalmatian,24,11,Utility,/search/breeds-a-to-z/breeds/utility/dalmatian/,/media/2935/dalmatian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813400000000,Short,More than 2 hours per day,Once a week,Over 12 years,Yes,Medium,Large garden,Large house,Either,No,dalmatian,why+does+my+dalmatian,why+does+my+dalmatian,why does my dalmatian smile,12,why does my,smile,smile,smile,behaviour,smile,31
Dachshund (Long Haired),dachshund,23,12,Hound,/search/breeds-a-to-z/breeds/hound/dachshund-long-haired/,/media/2926/dachshund-long-haired-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140456450000000,Medium,Up to 1 hour per day,More than once a week,Over 12 years,Yes,Medium,Small/ medium garden,Small house,Either,No,dachshund,why+does+my+dachshund,why+does+my+dachshund,why does my dachshund lick my face,12,why does my,lick my face,lick my face,lick my face,gets personal,lick me,41
Dachshund (Long Haired),dachshund,23,12,Hound,/search/breeds-a-to-z/breeds/hound/dachshund-long-haired/,/media/2926/dachshund-long-haired-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140456450000000,Medium,Up to 1 hour per day,More than once a week,Over 12 years,Yes,Medium,Small/ medium garden,Small house,Either,No,dachshund,why+does+my+dachshund,why+does+my+dachshund,why does my dachshund keep crying,12,why does my,keep crying,keep crying,keep crying,noise,cry / groan / whine,60
Collie,collie,21,13,,,,,,,,,Medium,,,,,collie,why+does+my+collie,why+does+my+collie,why does my collie pant all the time,12,why does my,pant all the time,pant all the time,pant all the time,noise,pant,67
Collie,collie,21,13,,,,,,,,,Medium,,,,,collie,why+does+my+collie,why+does+my+collie,why does my collie nips other dogs,12,why does my,nips other s,nips other s,nips other s,behaviour,attack other dogs,12
Cocker Spaniel,cocker+spaniel,20,14,,,,,,,,,Medium,,,,,cocker+spaniel,why+does+my+cocker+spaniel,why+does+my+cocker+spaniel,why does my cocker spaniel howl in his sleep,12,why does my,howl in his sleep,howl in his sleep,howl in his sleep,noise,howl in his sleep,64
Cockapoo,cockapoo,19,16,,,,,,,,,Small,,,,,cockapoo,why+does+my+cockapoo,why+does+my+cockapoo,why does my cockapoo keep scratching his ears,12,why does my,keep scratching his ears,keep scratching his ears,keep scratching his ears,behaviour,scratch,28
Cockapoo,cockapoo,19,16,,,,,,,,,Small,,,,,cockapoo,why+does+my+cockapoo,why+does+my+cockapoo,why does my cockapoo chew his paws,12,why does my,chew his paws,chew his paws,chew his paws,behaviour,chew his paws,15
Cockapoo,cockapoo,19,16,,,,,,,,,Small,,,,,cockapoo,why+does+my+cockapoo,why+does+my+cockapoo,why does my cockapoo eat everything,12,why does my,eat everything,eat everything,eat everything,behaviour,eat everything,19
Beagle,beagle,4,23,Hound,/search/breeds-a-to-z/breeds/hound/beagle/,/media/1353/beagle-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454670000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,beagle,why+does+my+beagle,why+does+my+beagle,why does my beagle eat everything,12,why does my,eat everything,eat everything,eat everything,behaviour,eat everything,19
Chow Chow,chow+chow,18,13,Utility,/search/breeds-a-to-z/breeds/utility/chow-chow/,/media/1680/chow-chow-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813130000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Small/ medium garden,Large house,Country,No,chow+chow,why+does+my+chow+chow,why+does+my+chow+chow,why does my chow chow grunt,12,why does my,grunt,grunt,grunt,noise,grunt,62
Beagle,beagle,4,23,Hound,/search/breeds-a-to-z/breeds/hound/beagle/,/media/1353/beagle-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454670000000,Short,Up to 1 hour per day,Once a week,Over 12 years,Yes,Small,Small/ medium garden,Small house,Either,No,beagle,why+does+my+beagle,why+does+my+beagle,why does my beagle grunt,12,why does my,grunt,grunt,grunt,noise,grunt,62
Chow Chow,chow+chow,18,13,Utility,/search/breeds-a-to-z/breeds/utility/chow-chow/,/media/1680/chow-chow-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813130000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Small/ medium garden,Large house,Country,No,chow+chow,why+does+my+chow+chow,why+does+my+chow+chow,why does my chow chow sound like a pig,12,why does my,sound like a pig,sound like a pig,sound like a pig,noise,sound like a pig,70
Chow Chow,chow+chow,18,13,Utility,/search/breeds-a-to-z/breeds/utility/chow-chow/,/media/1680/chow-chow-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143813130000000,Medium,Up to 1 hour per day,Every day,Under 10 years,Yes,Large,Small/ medium garden,Large house,Country,No,chow+chow,why+does+my+chow+chow,why+does+my+chow+chow,why does my chow chow keep shaking his head,12,why does my,keep shaking his head,keep shaking his head,keep shaking his head,behaviour,keep shaking his head,22
Chiweenie,chiweenie,17,17,,,,,,,,,Small,,,,,chiweenie,why+does+my+chiweenie,why+does+my+chiweenie,why does my chiweenie lick all the time,12,why does my,lick all the time,lick all the time,lick all the time,behaviour,lick,23
Chihuahua,chihuahua,16,18,,,,,,,,,Small,,,,,chihuahua,why+does+my+chihuahua,why+does+my+chihuahua,why does my chihuahua cough,12,why does my,cough,cough,cough,health,cough / wheeze,45
Bichon Frise,bichon+frise,7,22,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Medium,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,bichon+frise,why+does+my+bichon+frise,why+does+my+bichon+frise,why does my bichon frise cough,12,why does my,cough,cough,cough,health,cough / wheeze,45
Cavapoo,cavapoo,15,19,,,,,,,,,Small,,,,,cavapoo,why+does+my+cavapoo,why+does+my+cavapoo,why does my cavapoo keep barking,12,why does my,keep barking,keep barking,keep barking,noise,bark,58
Cavapoo,cavapoo,15,19,,,,,,,,,Small,,,,,cavapoo,why+does+my+cavapoo,why+does+my+cavapoo,why does my cavapoo shaking,12,why does my,shaking,shaking,shaking,health,shake,55
Cane Corso,cane+corso,14,14,,,,,,,,,Large,,,,,cane+corso,why+does+my+cane+corso,why+does+my+cane+corso,why does my cane corso keep whining,12,why does my,keep whining,keep whining,keep whining,noise,cry / groan / whine,60
Cane Corso,cane+corso,14,14,,,,,,,,,Large,,,,,cane+corso,why+does+my+cane+corso,why+does+my+cane+corso,why does my cane corso cry so much,12,why does my,cry so much,cry so much,cry so much,noise,cry / groan / whine,60
Bulldog,bulldog,13,15,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bulldog,why+does+my+bulldog,why+does+my+bulldog,why does my bulldog sit and spin,12,why does my,sit and spin,sit and spin,sit and spin,behaviour,sit and spin,29
Bulldog,bulldog,13,15,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bulldog,why+does+my+bulldog,why+does+my+bulldog,why does my bulldog bite my feet,12,why does my,bite my feet,bite my feet,bite my feet,gets personal,bite me,35
Bulldog,bulldog,13,15,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bulldog,why+does+my+bulldog,why+does+my+bulldog,why does my bulldog keep licking the air,12,why does my,keep licking the air,keep licking the air,keep licking the air,behaviour,lick,23
Bulldog,bulldog,13,15,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Short,Up to 1 hour per day,Once a week,Under 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bulldog,why+does+my+bulldog,why+does+my+bulldog,why does my bulldog keep licking his nose,12,why does my,keep licking his nose,keep licking his nose,keep licking his nose,behaviour,lick,23
Bull Terrier,bull+terrier,12,16,Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier/,/media/1529/bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143782960000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bull+terrier,why+does+my+bull+terrier,why+does+my+bull+terrier,why does my bull terrier chases his tail,12,why does my,chases his tail,chases his tail,chases his tail,behaviour,chases his tail,14
Bull Terrier,bull+terrier,12,16,Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier/,/media/1529/bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143782960000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bull+terrier,why+does+my+bull+terrier,why+does+my+bull+terrier,why does my bull terrier drink so much water,12,why does my,drink so much water,drink so much water,drink so much water,behaviour,drink so much,17
Bull Terrier,bull+terrier,12,16,Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier/,/media/1529/bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143782960000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bull+terrier,why+does+my+bull+terrier,why+does+my+bull+terrier,why does my bull terrier trance,12,why does my,trance,trance,trance,behaviour,trance,33
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer have bumps,12,why does my,have bumps,have bumps,have bumps,health,has lumps / bumps / hives,47
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer look so skinny,12,why does my,look so skinny,look so skinny,look so skinny,appearance,look so skinny,10
Boxer,boxer,11,15,Working,/search/breeds-a-to-z/breeds/working/boxer/,/media/2918/boxer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872640000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,boxer,why+does+my+boxer,why+does+my+boxer,why does my boxer have hives,12,why does my,have hives,have hives,have hives,health,has lumps / bumps / hives,47
Boston Terrier,boston+terrier,10,20,Utility,/search/breeds-a-to-z/breeds/utility/boston-terrier/,/media/2910/boston-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812320000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,boston+terrier,why+does+my+boston+terrier,why+does+my+boston+terrier,why does my boston terrier stand on me,12,why does my,stand on me,stand on me,stand on me,gets personal,lay / lean /stand / sit on me,40
Border Terrier,border+terrier,9,21,Terrier,/search/breeds-a-to-z/breeds/terrier/border-terrier/,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Short,Up to 1 hour per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,border+terrier,why+does+my+border+terrier,why+does+my+border+terrier,why does my border terrier attack other dogs,12,why does my,attack other s,attack other s,attack other s,behaviour,attack other dogs,12
Border Terrier,border+terrier,9,21,Terrier,/search/breeds-a-to-z/breeds/terrier/border-terrier/,/media/1526/border-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779610000000,Short,Up to 1 hour per day,More than once a week,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,border+terrier,why+does+my+border+terrier,why+does+my+border+terrier,why does my border terrier keeps licking his paws,12,why does my,keeps licking his paws,keeps licking his paws,keeps licking his paws,behaviour,lick,23
Border Collie,border+collie,8,17,Pastoral,/search/breeds-a-to-z/breeds/pastoral/border-collie/,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Medium,More than 2 hours per day,More than once a week,Over 12 years,Yes,Medium,Large garden,Small house,Either,No,border+collie,why+does+my+border+collie,why+does+my+border+collie,why does my border collie keep biting me,12,why does my,keep biting me,keep biting me,keep biting me,gets personal,bite me,35
Border Collie,border+collie,8,17,Pastoral,/search/breeds-a-to-z/breeds/pastoral/border-collie/,/media/1435/border-collie-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540180000000,Medium,More than 2 hours per day,More than once a week,Over 12 years,Yes,Medium,Large garden,Small house,Either,No,border+collie,why+does+my+border+collie,why+does+my+border+collie,why does my border collie scratch the floor,12,why does my,scratch the floor,scratch the floor,scratch the floor,behaviour,scratch,28
Bichon Frise,bichon+frise,7,22,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Medium,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,bichon+frise,why+does+my+bichon+frise,why+does+my+bichon+frise,why does my bichon frise keeps crying,12,why does my,keeps crying,keeps crying,keeps crying,noise,cry / groan / whine,60
Bichon Frise,bichon+frise,7,22,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Medium,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,bichon+frise,why+does+my+bichon+frise,why+does+my+bichon+frise,why does my bichon frise pee in the house,12,why does my,pee in the house,pee in the house,pee in the house,behaviour,pee so much / when excited / in the house,26
Bernese Mountain Dog,bernese+mountain+dog,6,16,Working,/search/breeds-a-to-z/breeds/working/bernese-mountain-dog/,/media/2919/bernese-mountain-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872230000000,Medium,Up to 1 hour per day,More than once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,bernese+mountain+dog,why+does+my+bernese+mountain+dog,why+does+my+bernese+mountain+dog,why does my bernese mountain dog have short hair,12,why does my,have short hair,have short hair,have short hair,appearance,have short / long / curly / white hair,5
