Breed In Query,Category,Coat length,Exercise,Grooming,Image,Lifespan,Link,Queries,Search Category,Search End,Search End (group),Search End (group) 1,Search Start,Search Term,Sheds,Size,Size of garden,Size of home,Suggestion,Term,Title,Town or country,Vulnerable native breed,Str Position
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,odeur,stink,stink & y st bernard stink,"smell, smell bad, smell so bad and 1 more",why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard stink,why+does+my+st+bernard,St. Bernard,Either,No,12
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,behaviour,sit on me,"sit on me, y saint bernard sit on me, y st bernard sit on me",sit on me,why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard sit on me,why+does+my+st+bernard,St. Bernard,Either,No,12
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard bark so much,why+does+my+st+bernard,St. Bernard,Either,No,12
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard pant so much,why+does+my+st+bernard,St. Bernard,Either,No,12
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard puppy pant so much,why+does+my+st+bernard,St. Bernard,Either,No,12
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,health,have diarrhea,have diarrhea,have diarrhea,why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard have diarrhea,why+does+my+st+bernard,St. Bernard,Either,No,12
st+bernard,Working,Short,Up to 1 hour per day,More than once a week,/media/2977/st-bernard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238760000000,Under 10 years,/search/breeds-a-to-z/breeds/working/st-bernard/,why+does+my+st+bernard,laziness,sleep so much,sleep so much,sleep so much,why does my,st+bernard,Yes,Large,Large garden,Large house,why does my st bernard sleep so much,why+does+my+st+bernard,St. Bernard,Either,No,12
staffordshire+bull+terrier,Terrier,Short,Up to 1 hour per day,Once a week,/media/1589/staffordshire-bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800790000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/staffordshire-bull-terrier/,why+does+my+staffordshire+bull+terrier,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,staffordshire+bull+terrier,Yes,Small,Small/ medium garden,Small house,why does my staffordshire bull terrier smell,why+does+my+staffordshire+bull+terrier,Staffordshire Bull Terrier,Either,No,12
staffordshire+bull+terrier,Terrier,Short,Up to 1 hour per day,Once a week,/media/1589/staffordshire-bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800790000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/staffordshire-bull-terrier/,why+does+my+staffordshire+bull+terrier,noise,cry,cry,cry,why does my,staffordshire+bull+terrier,Yes,Small,Small/ medium garden,Small house,why does my staffordshire bull terrier cry,why+does+my+staffordshire+bull+terrier,Staffordshire Bull Terrier,Either,No,12
staffordshire+bull+terrier,Terrier,Short,Up to 1 hour per day,Once a week,/media/1589/staffordshire-bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143800790000000,Over 12 years,/search/breeds-a-to-z/breeds/terrier/staffordshire-bull-terrier/,why+does+my+staffordshire+bull+terrier,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,staffordshire+bull+terrier,Yes,Small,Small/ medium garden,Small house,why does my staffordshire bull terrier shake,why+does+my+staffordshire+bull+terrier,Staffordshire Bull Terrier,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,noise,whine so much,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner whine so much,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,appearance,have spots,have spots,have spots,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner have spots,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,appearance,has bumps,"has bumps, has lumps, have bumps and 1 more",has bumps,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner has bumps,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,behaviour,bite,bite,bite,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner bite,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner shed so much,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner smell,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,behaviour,stare at me,stare at me,stare at me,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner stare at me,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner follow me everywhere,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,odeur,fart so much,fart so much,fart so much,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner fart so much,why+does+my+weimaraner,Weimaraner,Either,No,12
weimaraner,Gundog,Short & long,More than 2 hours per day,Once a week,/media/1199/weimaraner-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132410081670000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/weimaraner/,why+does+my+weimaraner,0,nook,nook,nook,why does my,weimaraner,Yes,Large,Large garden,Large house,why does my weimaraner nook,why+does+my+weimaraner,Weimaraner,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,behaviour,stare at me,stare at me,stare at me,why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet stare at me,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet whine,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet shake,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,health,tremble,tremble,"keep shaking, s leg shake, shake and 3 more",why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet tremble,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,behaviour,lick me,lick me & lick me so much,lick me,why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet lick me,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,laziness,sleep so much,sleep so much,sleep so much,why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet sleep so much,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,0,groan,groan,groan,why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet groan,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,noise,bark at other s,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet bark at other dogs,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,eating habits,eat poop,eat poop,eat his poop & eat poop,why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet eat poop,why+does+my+whippet,Whippet,Either,No,12
whippet,Hound,Short,Up to 1 hour per day,Once a week,/media/1405/whippet-illustration.png?mode=crop&anchor=center&width=81&height=81&rnd=132404261230000000,Over 12 years,/search/breeds-a-to-z/breeds/hound/whippet/,why+does+my+whippet,appearance,always look sad,always look sad,always look sad & look sad,why does my,whippet,Yes,Small,Small/ medium garden,Small house,why does my whippet always look sad,why+does+my+whippet,Whippet,Either,No,12
yorkshire+terrier,Toy,Long,Up to 30 minutes per day,Every day,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,why+does+my+yorkshire+terrier,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,yorkshire+terrier,No,Small,Small/ medium garden,Flat/ Apartment,why does my yorkshire terrier shake,why+does+my+yorkshire+terrier,Yorkshire Terrier,Either,No,12
yorkshire+terrier,Toy,Long,Up to 30 minutes per day,Every day,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,why+does+my+yorkshire+terrier,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,yorkshire+terrier,No,Small,Small/ medium garden,Flat/ Apartment,why does my yorkshire terrier smell,why+does+my+yorkshire+terrier,Yorkshire Terrier,Either,No,12
yorkshire+terrier,Toy,Long,Up to 30 minutes per day,Every day,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,why+does+my+yorkshire+terrier,behaviour,keeps scratching,keep scratching & keeps scratching,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,yorkshire+terrier,No,Small,Small/ medium garden,Flat/ Apartment,why does my yorkshire terrier keeps scratching,why+does+my+yorkshire+terrier,Yorkshire Terrier,Either,No,12
yorkshire+terrier,Toy,Long,Up to 30 minutes per day,Every day,/media/1665/yorkshire-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143811590000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/yorkshire-terrier/,why+does+my+yorkshire+terrier,behaviour,lick so much,lick so much,lick so much,why does my,yorkshire+terrier,No,Small,Small/ medium garden,Flat/ Apartment,why does my yorkshire terrier lick so much,why+does+my+yorkshire+terrier,Yorkshire Terrier,Either,No,12
